dataset,algorithm,n_clusters,metric,linkage,runtime_sec,ari,purity,davies_bouldin,f_measure,n_components,init_params,bic,avg_log_likelihood
pen-based,GaussianMixture,,,,2.268497297999943,0.31946828550223616,0.8131368267831149,2.4149401148361305,0.46811057221018865,4.0,random_from_data,-229465.71663215413,10.696462181313251
adult,Agglomerative,2.0,euclidean,complete,181.24146956300012,-0.0019610550673126396,0.9653576839605258,0.37445963318299463,0.738879296615433,,,,
adult,Agglomerative,2.0,euclidean,average,190.8719589499999,-0.0014164767254129084,0.9526636910855412,0.4151066368672616,0.7349033615420727,,,,
adult,Agglomerative,2.0,euclidean,single,28.484879374000002,-2.8067313866905326e-05,0.9999795258179436,0.21928517789390817,0.7497295629993657,,,,
adult,Agglomerative,2.0,cosine,complete,186.86120052799993,0.0027948316487156535,0.9526022685393718,0.4260882766448988,0.7353048989872331,,,,
adult,Agglomerative,2.0,cosine,average,189.3509581840001,-2.8067313866905326e-05,0.9999795258179436,0.21928517789390817,0.7497295629993657,,,,
adult,Agglomerative,2.0,cosine,single,36.95277982199991,-2.8067313866905326e-05,0.9999795258179436,0.21928517789390817,0.7497295629993657,,,,
adult,Agglomerative,3.0,euclidean,complete,180.32900262800013,-0.01388243271969409,0.9151549895581671,0.8415204795366754,0.7212357242821313,,,,
adult,Agglomerative,3.0,euclidean,average,192.4741486910002,-0.015944937263580452,0.9042831988862045,0.9157368247247417,0.7172888399698619,,,,
adult,Agglomerative,3.0,euclidean,single,28.670237872000143,-5.613123455399442e-05,0.9999590516358872,0.32043432679622924,0.7497210412668203,,,,
adult,Agglomerative,3.0,cosine,complete,190.96091999700002,0.0028666769636611807,0.9526022685393718,1.5333685761735254,0.7353048989872331,,,,
adult,Agglomerative,3.0,cosine,average,209.0152953759998,0.0016223608098779945,0.955775766758118,0.48919842997193336,0.7361971925006632,,,,
adult,Agglomerative,3.0,cosine,single,37.46140678099982,-0.00011224386826202113,0.9999181032717743,0.23551303140897661,0.7497039972519629,,,,
adult,Agglomerative,4.0,euclidean,complete,199.57794970799978,-0.014030656395701403,0.9151549895581671,1.1406670331196644,0.7212357242821313,,,,
adult,Agglomerative,4.0,euclidean,average,205.9320622099999,-0.01597880288690796,0.9042831988862045,1.0936751157120899,0.7172888399698619,,,,
adult,Agglomerative,4.0,euclidean,single,28.45798878300002,3.3090026210022024e-05,0.9999385774538307,0.47655767014827627,0.749722304964024,,,,
adult,Agglomerative,4.0,cosine,complete,284.20315303200005,0.002864027375785041,0.9526022685393718,1.3316659071740695,0.7353048989872331,,,,
adult,Agglomerative,4.0,cosine,average,277.51133592899987,0.0013184903736251404,0.9555300765734409,0.7890788891434987,0.7360904947096331,,,,
adult,Agglomerative,4.0,cosine,single,39.062486892999914,-0.00016834628722320037,0.9998771549076615,0.41922223138989795,0.7496869525040457,,,,
adult,GaussianMixture,,,,1.5436706660002528,0.08643497572361088,0.8229597477580771,1.6047198009426493,0.7028011407315886,2.0,kmeans,33120.548751406845,-0.31264303352341993
adult,GaussianMixture,,,,1.8232900099997096,0.007139590138181033,0.8434134556324475,1.6187727769871931,0.6988169079293142,2.0,random_from_data,575004.6475351099,-5.859959879513583
adult,GaussianMixture,,,,2.7640048919997753,-0.013426936429536152,0.7487817861676426,5.0283944270175285,0.6582700389714156,3.0,kmeans,-580891.5144302782,5.986317130750937
adult,GaussianMixture,,,,2.7150272109997786,0.052588011753978134,0.6810122435608698,4.001334178267689,0.6627065064261205,3.0,random_from_data,-715755.7012052445,7.366934087212244
adult,GaussianMixture,,,,3.406764550999924,0.004448691947058666,0.7421890995454732,4.811180786921,0.6580757390890524,4.0,kmeans,-733372.3803434873,7.560540416227579
adult,GaussianMixture,,,,2.9749578589999146,0.1332963344927484,0.7796568527087343,10.324798606800325,0.7075941066728905,4.0,random_from_data,-472688.4645049875,4.891895440197731
iris,Agglomerative,2.0,euclidean,complete,0.0026284089999535354,0.2234197189738486,0.88,0.8383305729707187,0.6594951233505449,,,,
iris,Agglomerative,2.0,euclidean,average,0.001778443999683077,0.5681159420289855,1.0,0.48770481288357487,0.7777777777777778,,,,
iris,Agglomerative,2.0,euclidean,single,0.001832146000197099,0.5681159420289855,1.0,0.48770481288357487,0.7777777777777778,,,,
iris,Agglomerative,2.0,cosine,complete,0.001771530000041821,0.5681159420289855,1.0,0.48770481288357487,0.7777777777777778,,,,
iris,Agglomerative,2.0,cosine,average,0.0017975010000554903,0.5681159420289855,1.0,0.48770481288357487,0.7777777777777778,,,,
iris,Agglomerative,2.0,cosine,single,0.0013404739997895376,0.5681159420289855,1.0,0.48770481288357487,0.7777777777777778,,,,
iris,Agglomerative,3.0,euclidean,complete,0.0016415529998994316,0.7060059674676762,0.88,0.7520549745327022,0.8768472906403939,,,,
iris,Agglomerative,3.0,euclidean,average,0.0016521339998689655,0.7195837484778036,0.8866666666666667,0.7486465474598378,0.8832938591974736,,,,
iris,Agglomerative,3.0,euclidean,single,0.0013296219999574532,0.5583714437541352,0.9933333333333333,0.4264844973415079,0.7744107744107743,,,,
iris,Agglomerative,3.0,cosine,complete,0.0017698290002954309,0.5583714437541352,0.9933333333333333,0.4264844973415079,0.7744107744107743,,,,
iris,Agglomerative,3.0,cosine,average,0.0018607980000524549,0.5583714437541352,0.9933333333333333,0.4264844973415079,0.7744107744107743,,,,
iris,Agglomerative,3.0,cosine,single,0.0013547799999287236,0.5583714437541352,0.9933333333333333,0.4264844973415079,0.7744107744107743,,,,
iris,Agglomerative,4.0,euclidean,complete,0.0016863559999364952,0.5781289744177803,0.7666666666666667,0.8419831832662217,0.808574198270916,,,,
iris,Agglomerative,4.0,euclidean,average,0.0017450139998800296,0.7088753278732401,0.88,0.6389136580863424,0.8799268558304703,,,,
iris,Agglomerative,4.0,euclidean,single,0.0011700259997269313,0.553879094828854,0.98,0.44797497457662633,0.7714077714077714,,,,
iris,Agglomerative,4.0,cosine,complete,0.001295073000164848,0.5408176100628931,0.9466666666666667,0.9959224615393787,0.7635327635327636,,,,
iris,Agglomerative,4.0,cosine,average,0.0011895040001945745,0.5559376432828977,0.9866666666666667,0.4305974021626965,0.7729193501005582,,,,
iris,Agglomerative,4.0,cosine,single,0.0009380550000059884,0.5559376432828977,0.9866666666666667,0.4305974021626965,0.7729193501005582,,,,
iris,GaussianMixture,,,,0.005037779000303999,0.5681159420289855,1.0,0.48770481288357487,0.7777777777777778,2.0,kmeans,-866.4064634360465,3.3723829565494596
iris,GaussianMixture,,,,0.004774951999934274,0.5681159420289855,1.0,0.48770481288357487,0.7777777777777778,2.0,random_from_data,-866.4064634360465,3.3723829565494596
iris,GaussianMixture,,,,0.016140987000198947,0.9038742317748124,0.9666666666666667,0.8726490053443214,0.9665831244778613,3.0,kmeans,-859.5695932317757,3.600125153906703
iris,GaussianMixture,,,,0.02532438500020362,0.9038742317748124,0.9666666666666667,0.8726490053443214,0.9665831244778613,3.0,random_from_data,-859.5447468837114,3.6000423327464888
iris,GaussianMixture,,,,0.04287630099997841,0.8028146695161698,0.8533333333333334,1.1771930299259774,0.9108935742971886,4.0,kmeans,-810.5282384091253,3.6871857358693476
iris,GaussianMixture,,,,0.02484211499995581,0.7417305876120056,0.82,1.6505611430555334,0.892706131078224,4.0,random_from_data,-810.7421122115605,3.687898648544132
